CombinedStreet	Suburb	State	PostCode	Country
Lot 221 Ghost Gum Rdge	Chittering	WA	6084	
3 Wills Court	Cooloongup	WA	6169	
4/45 Adelaide Terrace	Perth	WA	6004	
17 Rutherford Rd	Dianella	WA	6059	
Po Box 160	Catanning	WA	6317	
24 Pavo Close	Rockingham	WA	6168	
18 Park Street	Bedford	WA	6052	
25 Reflection Mews	Safety Bay	WA	6168	
81 dallis cres	Wanneroo	WA	6065	
42 Timberlane Loop	Cooloongup	WA	6168	
228 hlmes road	forrestfield	WA	6147	
103b/93 Thomas St	Subiaco	WA	6008	
115b/93 Thomas St	Subiaco	WA	6008	
56 Forrest Lakes Drive	Thornlie	WA	6108	
71 Norwood Road	Maida Vale	WA	6057	
30 Corbridge Ave	Wellard	WA	6170	
PO box 473	Northbridge	WA	6865	
1/49 Mount Street	West Perth	WA	6005	
77 Southlake Drive	South Lake	WA	6164	
10 Kurren Crt	Mt Claremont	WA	6010	
9/2 Prindiville Dr	Wangara	WA	6065	
16 Jins Cresent	Secret Harbour	WA	6173	
89 Prospector Loop	Bassendean	VIC	6054	
11 Jangle Place	Waikiki	WA	6169	
12a Sanderson Street	Embleton	WA	6062	
101 Enex 100	Perth	WA	6000	
1/124 walter road	beford	WA	6052	
20 Bahama Way	Banksia Grove	WA	6031	
57 Rousset Road	Mariginiup	VIC	6065	
112 Whitfield Dr	Two Rocks	WA	6037	
35 Diiosma Way	Forrestfield	WA	6058	
Po Box 407	Esperence	WA	6450	
15 Printer Street	Dianella	WA	6059	
16b Malton Ct	Dianella	WA	6059	Australia
5/44 Cranford Ave	Mt Pleasant	WA	6153	
8 totnes grove	yanche[p	WA	6035	
Unit 3 14 Yarnell Way	Ferndale	WA	6148	
7 Beach Street	Cottesloe	WA	6011	
C/O Territory Rural Cnr Alto Close & Mavis St	Blue Haze Broome	WA	6725	
1 Circe Circle	Dalkeith	WA	6009	
39 Cambridge Cres	Cooloongup	WA	6168	
2 Antila Place	Rockingham	WA	6168	
18 Hardy Rd	Ashfield Wa	WA	6054	
15 Chancery Court	Forrestfield	WA	6058	
10 Diosma Street	Rangeway	VIC	6530	
17 St Michaels Court	Cooloongup	WA	6168	
6 Holly Way West	Kalamunda	WA	6076	
3/99 Brighton Rd	Scarborough	WA	6019	
51 Dumond Street	Bentley	WA	6102	
Po Box 3121 Joondalup	Joondalup	WA	6027	
10 Herman Way	Mt Tarcoola	WA	6530	
5 Malton Court	Dianella	WA	6059	
105 sundowner meander	banksia grove	WA	6031	
239a Roberts Street	Joondanna	WA	6060	
4/50 The Crescent	Maddington	WA	6109	
36 Drummond Cres	Duncraig	WA	6023	
56 Thornbill Crescent	Mandurah	WA	6210	
12 Oakland Close	Woodvale	WA	6026	
6 Bursaria Crescent	Lynwood	WA	6147	
95 Edney Road	High Wycombe	WA	6057	
144/60 Kalinda Drive	City Beach	WA	6015	
Cooloongup	Cooloongup	WA	6169	
34 Bodorgan Ave	Butler	WA	6065	
26 Kilmeston Court	Maddington	WA	6109	
27 Reilly St	Singleton	WA	6175	
601/55 belgrade rd	wanneroo	WA	6065	
5 Caballo Ct	Safety Bay Wa	WA	6169	
4/41 Beddi Road	Duncraig	WA	6023	
19 Longfield Rd	Maddington	WA	6109	
4 Hoffman St	Maddington	WA	6109	
18 Swiftlet Way	Gwelup	WA	6018	
183 Ferndale Cres	Ferndale	WA	6148	
24 Charsley Cres	Marmion	WA	6020	
23 Mckean Way	Parmleia	WA	6167	
22 liberty drive	clarkson	WA	6030	
28 Vellgrove Ave	Parkwood	WA	6147	
5 Eastfield Ct	Ferndale	WA	6148	
12 Sunderland Way	Waikiki	WA	6169	
49 Aroona Way	Maddington	WA	6109	
87 Hale Road	Forrestfield	WA	6058	
8 Ardross Cres	Menora	WA	6050	
23 kurnelby turn	Wanneroo	WA	6065	
kenneth road	high wycombe	WA	6057	
1  /   20 Kingston Ave	West Perth	WA	6005	
35 Hensman Rd	Subiaco	WA	6008	
55 Staniland Street	Orange Grove	WA	6109	
7 Lois Lane	Warnbro	WA	6169	
12 Townshend Rd	Subiaco	WA	6008	
63 Hutt Drive	Dalyellup	WA	6230	
50b River Road	Baywater	WA	6053	
4 Kenton Mews	Midvale	WA	6056	
152 Willmott Drive	Cooloongup	WA	6168	
173/2 Signal Tce	Cocokburn Central	WA	6064	
48 Breaden Drive	Cooloongup	WA	6168	
3/15 Florist St	Subiaco	WA	6008	
3 Gretel Ct	Two Rocks	WA	6037	
12 KingWood Cross	Maida Vale	WA	6057	
7/19 Stirling Hwy	Crawley	WA	6009	
2/42 Raymond St	Yokine	WA	6060	
13 Woodall Ct	High Wycombe	WA	6057	
51 Biscayne Street	Safety Bay	WA	6169	
413 Burwick St	St James	WA	6102	
3/327 Wanneroo Rd	Balcatta	WA	6021	
7 Epsilom Road	Rockingham	WA	6168	
Unit 6/9 Heron Place	Maddington	WA	6109	
15 Munday Rd	High Wycombe	WA	6057	
54b Reynolds Road	Mount Pleasant	WA	6153	
U 29 The Beaumont 141 Claremon	Swanbourne	WA	6010	
8 Dakin Cove	Wandina	WA	6530	
po box 6148	swanbourne	WA	6010	
2/11 Harvest Road	Nth Fremantle	WA	6159	
249 Odin Drive	Stirling	WA	6021	
281 Hartfield Rd	Forrestfield	WA	6058	
C/O 3 Parry St	Claremont	WA	6010	
74 Goongarrie Drive	Waikiki	WA	6169	
1 Avocet Road	Stirling	WA	6021	
4 Jurbayer St	Clarmeont	WA	6010	
6 Coonewarra Way	Quinns Rocks	WA	6030	
343 Odin Road	Balcatta	WA	6021	
5 Toulon Cr	Mindarie	WA	6030	
8/27 Barker Rd	Subiaco	WA	6000	
17 Coleman Road	Calister	WA	6167	
6 Farasnda close	Hocking	WA	6065	
1 Knutsford Street	North [Perth	WA	6006	
3/ 2 victoria ave	claremont	WA	6010	
25 Felton Street	Balcatta	WA	6021	
1 Mary Cres	Eden Hill	WA	6054	
5 Inverness Crt	Cooloongup	WA	6168	
32 Grady Crt	Waikiki	WA	6168	
2 Georgetown Dr	Safety Bay	WA	6169	
71 Chadstone Rd	Craigie	WA	6025	
28 Calluna Way	Forrestfield	WA	6058	
18 rockdale place	lesmurdie	WA	6000	
8 Legend Place	Cooloongup	WA	6168	
3 Cayley St	Glendalough	WA	6016	
9 Jenkyn Circle	Landsdale	WA	6065	
8 Colin St	Dalkeith	WA	6009	
8/50 Kirkham Hill Tce	Maylands	WA	6051	
148 Bethany Rd	Beverley	WA	6304	
4/36 Bagot Rd	Subiaco	WA	6008	
61a Keane St	Wembley	WA	6014	
44 Heliconia Turn	Stirling	WA	6021	
46 Woodbridge Drive	Cooloongup	WA	6168	
116 Carr St	West Perth	WA	6005	
63 David St	Maida Vale	WA	6057	
94 Melaleuca Ave	Gabadara	WA	6041	
26 Mataitai Loop	Cooloongup	WA	6168	
57 Warnbro Sound Ave	Warnbro	WA	6169	
181 Waterloo St	Tuart Hill	WA	6060	
Box 74 Mosman Park	Mosman Park	WA	6912	
2 Bromley Pl	Kinglsey	WA	6026	
40a Harrison St	Rockingham	WA	6168	
8 HUMMERSTON RD	KALAMUNDA	WA	6076	
48b Poincare St	Stirling	VIC	6021	
36 The View	Quinns Rocks	WA	6030	
93 Woolwich St	West Leederville	WA	6007	
3/50 Kingston Ave	West Perth	WA	6005	
7 Stortford Rd	Southern River	WA	6110	
37 Yule St	Maddington	WA	6109	
3 Empem Way	Hillarys	WA	6025	
10 lorraine st	carine	WA	6020	
13 southerland Drive	Mount Tarcoola	WA	6530	
5 Englefield	Landsdale	WA	6065	
14b Broome Street	Cottesloe	WA	6011	Australia
6a Taxal Cl	Carine	WA	6020	
11 Birrine Gardens	high Wycombe	WA	6057	
17 Nabberu Loop	Cooloongup	WA	6168	
268 597 Kalamunda Road	Highwycombe	WA	6057	
6 Hendy Street	Port Denison	WA	6525	
No Addresssubiaco	Subiaco	WA	6008	
38 Quintilian Rd	Mt Claremont	WA	6010	
96 tylar st	joondana	WA	6060	
P.O Box 448	Morley	WA	6943	
138 Bourke St	Piccadilly	WA	6430	
59 Exhibition Way	Cooloogup	WA	6169	
Lot 6 Lampiter Drive	Mudijong	WA	6123	
6 Observatory Dr	Clarkson	WA	6030	
26/45 Winetta Ridge	Wandina	WA	6530	
11 Bayly St	Geraldton	WA	6530	
41 Norwood Rd	Rivervale	WA	6103	
162 Runningmede Gate	Leda	WA	6170	
3 Woodman St	Port Hedland	WA	6721	
78 townshend rd	Subiaco	WA	6008	
29 Newborough St	Scarborough	WA	6019	
7/31 Barfield Road	Hammond Park	WA	6164	
23 Swan Road	High Wycombe	WA	6057	
25 Linvill Ave	Cooloongup	WA	6169	
75 Carisbrooke St	Maddington	WA	6109	
4/11 Kenton Street	Lynwood	WA	6147	
8b Marmion Street	Dianella	WA	6059	
94/2 Tenth Avenue	Maylands	WA	6050	
90 Nicholson Rd	Subiaco	WA	6008	
2/ 46 East St	Mount Hawthorn	WA	6016	
27 Edgewater Rd	Waikiki	WA	6169	
21 Hope St	Mosman Park	WA	6012	
143 Lilburne Drive	Duncraig	WA	6020	
U4/20 Wellington St	Mosman Park	WA	6012	
85 Bessell Ave	Como	WA	6152	
29 Fairlight St	Mosman Park	WA	6012	Australia
147/76 Ridgewood Blvd	Ridgwood	WA	6030	
13/6 Elanora Drive	Cooloongup	WA	6169	
10 tull court	high wycombe	WA	6057	
11 Denford St	Kenwick	WA	6107	
4/1 Corkill Street	North Fremantle	WA	6159	
8 Little Green Gdns	Quinns Rock	WA	6030	
3 Dawson Pl	Parkwood	WA	6147	
6 A Abercorn Road	Forrest Field	WA	6058	
10 Kinlock Ave	Ferndale	WA	6148	
3 Bossea Place	Ferndale	WA	6148	
20 Rason Close	Cooloongup	WA	6168	
72 Styrelitzia Avenue	Forrestfield	WA	6058	
9 Clearview St	Yanchep	WA	6035	
18B Crocker Way	Innaloo	WA	6018	
10 /2 Pioneer Court	Wembley	WA	6014	
10 Madderson Road	High Wycombe	WA	6057	
14 Hinchinbrooke Ave	Ridgewood	WA	6030	
3/1 George Street	Rockingham	WA	6168	
27 Colmar St	Ferndale	WA	6148	
445 Coode St	Dianella	WA	6059	
28 Banfield Gr	Clarkson	WA	6030	
27/569 Wellington St	Perth	WA	6000	
2 Mataitai Loop	Cooloongup	WA	6169	
17 Beach Road	Marmion	WA	6020	
Pox 1774	West Perth	WA	6872	
91 Alderbury Street	Floreat	WA	6014	
228/76 Ridgewood Blvd	Ridgewood	WA	6030	
5/27 Barker Rd	Subiaco	WA	6008	
Po Box 4004	Beldon	WA	6027	
U8 39 Woodmore Rd	Langford	WA	6147	
34 Elmore Way	High Wycombe	WA	6057	
5 Banks Place	high wycombe	WA	6057	
24 Adina Way	Rockingham	WA	6168	
67 Karinga Rd	Madora Bay	WA	6210	
10 Karri Way	Thornlie	WA	6108	
3 Seville Crest	Mindarie	WA	6030	
73 Murchison Rd	Waikiki	WA	6169	
2046 Albany Hwy	Maddington	WA	6109	
44b barker road	subiaco	WA	6008	
24 Redfox Cres	Huntingdale	WA	6110	
16 Cumberland Way	Cooloongup	WA	6168	
22 Markham Road	Highwycombe	WA	6057	
102 Robinson Street	Northhampton	WA	6535	
24/48 Ashley Rd	Tapping	WA	6065	
12a Johns Ct	Osborne Park	WA	6017	
62 Pola Street	Dianella	WA	6059	
8/1 Stirling St	South Perth	WA	6151	
118/1140 wanneroo rd	Wanneroo	WA	6065	
327 Badgerup Road	Wanneroo	WA	6065	
75 Inkpen Street	Northam	WA	6401	
2 Lagrange Way	Gosnells	WA	6110	
20 Union St	Subiaco	WA	6008	
Unit 137/219 Midland Road	Hazelmere	WA	6055	
5 Litic Close	Bullcreek	WA	6149	
71-73 Unnaro	Hillman	WA	6168	
Unit 3/65 Spencer Ave	Yokine	WA	6060	
2/8 Nightjar Lane	Langford	WA	6147	
6 Carey Place	Cooloongup	WA	6168	
121 Woolwich St	West Leederville	WA	6007	
3 Oregon Place	Cooloongup	WA	6168	
71 Carissa Way	Forrestfield	WA	6058	
144/ 597 Kalamunda Road	High Wycombe	WA	6057	
60 Christian Circle	Quinns Rock	WA	6030	
2 Kensington	Dianella	WA	6059	
16 Powell Street	Joondanna	WA	6060	
18 winton cres	high wycombe	WA	6057	
U22/13 Merope Close	Rockingham	WA	6168	
56 Davallia Rd	Duncriag	WA	6023	
11 Finstock Mews	Padburry	WA	6025	
3/16 Bunderra Cl	Karawara	WA	6152	
10 Clifford Vale	Hillarys	WA	6025	
Po Box 388	Bayswater	WA	6000	
27 Evans ST	Shenton park	WA	6008	
10 Lochee St	Mosman Park	WA	6012	
11 Willow Court	Cooloongup	WA	6168	
817/32 Dumond St	Bentley	WA	6102	
103/597 Kalamunda Rd	High Wycombe	WA	6057	
15 Doris St	North Perth	WA	6006	
6 Marimba Crescent	City Beach	WA	6015	
14 Rothesay Court	Cooloongup	WA	6168	
50 oceanqueen drive	wandina	WA	6530	
5a Cyril Road	High Wycombe	WA	6057	
70 John Farrant Drive	Gooseberry Hill	WA	6076	
32 Concordia Way	Rockingham	WA	6168	
18 Garrigan Place	Clarkson	WA	6030	
8 Quenda Close	High Wycombe	WA	6057	
58 Tapping Way	Quinns Rocks	WA	6030	
33 Marmot Way	Ferndale	WA	6148	
197 St George Tce	Perth	WA	6000	
34/21 Dianella Drive	Dianella	WA	6059	
20 Stanford Rd	Kallaroo	WA	6025	
21 Randstone Pde	Butler	WA	6036	
12 Beveridge Road	Denmark	WA	6333	
42 Johnson Street	Peppermint Grove	WA	6012	
6 Drace Court	Cooloongup	WA	6168	
20 Benson Way	Highwycombe	WA	6057	
123 Cedric Street	Stirling	VIC	6021	
7/7 Keightley Rd East	Shenton Park	WA	6008	
13 Clayton Rd	Ferndale	WA	6148	
7 Woodland Loop	Edgewater	WA	6027	
8 Hursthill St	Madeley	WA	6065	
14 Florence Rd	Nedlands	WA	6009	
38a Nottingham Green	High Wycombe	WA	6057	
16 Acton Rise	Kingsley	WA	6026	
27 Myrtle Ave	Sorrento	WA	6020	
282 Wright Rd	Harrisdale	WA	6112	
18 Kershaw St	Subiaco	WA	6008	
21 Carmody Road	Waikiki	WA	6169	
52/6 Marina Blvd	Cullen Bay	WA	6030	
28 Waroonga Rd	Nedlands	WA	6009	
1/1 Hawkstone St	Cottesloe	WA	6011	
5/95 Chargrove Ave	Rockingham	WA	6168	
Unit 3/167 Labourchere Road	Como	WA	6152	
11 Lynda Crescent	Cooloongup	WA	6168	
10 Galleon Court	Safety Bay	WA	6169	
22 Lauri St	Parkwood	WA	6147	
13 Bronzewing Turn	Wandina	WA	6530	
34 towarda way	wanneroo	WA	6065	
53 Woolwich St	West Leederville	WA	6007	
38 Willmott Drive	Cooloongup	WA	6168	
Lot 1 Ridge Hill Rd	Maida Vale	WA	6057	
29 Stidfold Prom	Salter Point	WA	6152	
9 Jack Road	Wattle Grove	WA	6107	
4b Turley Court	Langford	WA	6147	
62 Concordia Way	Rockingham	WA	6168	
Unit 8/22 Cockburn Road	Albany	WA	6330	
9 Koomyle Mews	Viveash	WA	6056	
2 John Lewis Rise	Mosman Park	WA	6012	
3/5 Primula Close	Murdoch	WA	6150	
63 Clifton St	Nedlands	WA	6009	
402 Saunders St	North Beach	WA	6020	
25 Dampiera Way	Ferndale	WA	6148	
10 Writtle St	Butler	WA	6036	
Po Box 153	Subiaco	WA	6904	
58 Leeuwin Pde	Rockingham	WA	6168	
16 Abinger Rd	Lynwood	WA	6147	
211 Flinders St	Yokine	WA	6060	
6 Auld Court	Waikiki	WA	6169	
118 Seagrove Bvd	Merriwa	WA	6030	
58 Wotton Street	Wiluna	WA	6646	
8 Danaher Mews	Clarkson	WA	6030	
3 Wyndham Street	St James	WA	6102	
9 Jecks St	Maida Vale	WA	6057	
217b/93 Thomas St	Subiaco	WA	6008	
5/2 Frobisher Ave	Sorrento	WA	6020	
8 Connaught St	West Leederville	WA	6100	
3 Wisteria Way	Ferndale	WA	6148	
8 Mardja Court	High Wycombe	WA	6057	
18 Pinto Ave	Baldivis	WA	6171	
92/71 Rislip St	Wembley	WA	6014	
7 Peddler Way	Parmelia	WA	6167	
158 Newburn Road	High Wycombe	WA	6057	
17 Tighe St	Subiaco	WA	6008	
18 Montague St	Secret Harbour	WA	6173	
Unit 1 12 Watling Avenue	Lynwood	WA	6147	
Unit 234/1140 Wanneroo Rd	Ashby	WA	6065	
34 Adina Way	Rokingham	WA	6168	
13 Morring Turn	Waikiki	WA	6169	
19 Camrose Parkway	Baldivis	WA	6171	
11athelstan Rd	Cotteslow	WA	6011	
24 Borden Street	Maddington	WA	6109	
32 Seabrook Avenue	Rockingham	WA	6168	
97b Planet St	Carlisle	WA	6101	
39 Virginia Place	Waikiki	WA	6169	
8 Nasibi Place	Sinagra	WA	6065	
5 Peet Road	Roleystone	WA	6111	
7a Stanmore Ct	Lynwood	WA	6147	
73 Watling Ave	Lynwood	WA	6147	
12 Strickland St	Mt Claremont	WA	6010	
25 Casalas Vista	Stirling	WA	6021	
13 Catherine Street	Bedford	WA	6052	
Po Box 55	Claremont	WA	6010	
13 Kenneth Road	High Wycombe	WA	6057	Australia
20 Threadleaf Way	Mirrabooka	WA	6061	
190 Townshend Rd	Subiaco	VIC	6008	
166 senior drive	wanneroo	WA	6065	
43 Kiandra Way	High Wycombe	WA	6057	
1 Woodlands Road	Golden Bay	WA	6174	
155 Langford Avenue	Langford	WA	6147	
117 Churchill Ave	Subiaco	WA	6008	
14 Lakemba Way	Waikiki	WA	6169	
157a Ravenscar St	Doubleview	WA	6018	
17 Charonia Rd	Mullaloo	WA	6027	
4 Duke St	Inglewood	WA	6052	
226 Ferndale Cres	Ferndale	WA	6148	
52 Aroona Wy	Maddington	WA	6109	
19 Hennessy Dri	Ashby	WA	6065	
18/116 Mounts Bay Road	Perth	WA	6000	
94 Lyrebird Way	Thornlie	WA	6108	
19 Cardoc St	Parkwood	WA	6147	
42 Northmore St	Daglish	WA	6008	
34 Bugatti Way	Balcatta	WA	6021	
12 Davies Road	Dalkeith	WA	6012	
32 Graveney Way	Maddington	WA	6109	
25 Snowball Road	Kalamunda	WA	6076	
1 Waterbank Ave	Beeliar	WA	6164	
unit5/16 ST leonards Street	Mosman Park	WA	6012	
8 Borden St	Maddington	WA	6109	
unit 118 godrich street	east perth	WA	6000	
20 Woodbridge Dr	Cooloongup	WA	6168	
37 Cameron St	Langford	WA	6148	
1 plover rd	high wycombe	WA	6057	
U29 10 Boundary Rd	Mosman Park	WA	6012	
7 Burnett Dr	Clarkson	WA	6030	
13 St Andrews Loop	Cooloongup	WA	6168	
69 Stafford Rd	Kenwick	WA	6107	
50 Stirling Road	Highwycombe	WA	6057	
3 Sessilis Cres	Wattle Grove	WA	6107	
U6 83 Woodbridge Drive	Cooloongup	WA	6168	
507/45 Adelaide Terr	East Perth	WA	6000	
32 Foundation Loop	Quinns Rocks	WA	6030	
5 Willow Court	Cooloongup	WA	6168	
389 Bickley rd	kenwick		6107	
26 Harewood St	Forrestfield	WA	6058	
567 Utley Road	Hopeland	WA	6125	
20 Ellis Rd	High Wy6combe	WA	6057	
70 Clydebank Ave	Busselton	WA	6280	
48 Wooramel Way	Cooloongup	WA	6168	
1/415 Lennard Street	Dianella	WA	6059	
10 Waverly St	South Perth	WA	6151	
35a Powell St	Joondanna	WA	6060	
24 Vanda Place	Maddington	WA	6109	
6 Lindhurst Cres	Ferndale	WA	6148	
2/40 Todd Ave	Como	WA	6152	
28 Tolworth Way	Embleton	WA	6062	
51 Lyndhurst Crescent	Ferndale	WA	6148	
31 Stead Street	Maddington	WA	6109	
14 Conch Rise	Wandina	WA	6530	
26 Princes Street	Cottesloe	WA	6011	
58 doonan road	nedlands	WA	6009	
23 Marshall Road	High Wycombe	WA	6057	
113 Eton St	North Perth	WA	6006	
2 Cliff St	West Perth	WA	6005	
27 Dover Cres	Wembley Downs	WA	6019	
11 Davesia Mews	Ferndale	WA	6147	
9 Cherruck Cl	Maddington	WA	6109	
39 Inverness Crt	Cooloongup	WA	6168	
Unit 64 597 Kalamunda Road	High Wycombe	WA	6057	
20 Scarfo App	Tapping	WA	6065	
28 Bennett Brook Cr	Greenfields	WA	6210	
"9b The Rise, 131 Drabble Road"	City Beach	WA	6015	
37 St Andrews Loop	Coolongup	WA	6168	
3/20 Princess Rd	Crawley	WA	6009	
3 Cherry Gve	Maida Vale	WA	6057	
63 Foxton Boulevard	Highwycombe	WA	6057	
15 Hotchkiss Drive	Balcatta	WA	6021	
31 Jillman Way	Ferndale	WA	6148	
14 Chittering Vsta	Pearsall	WA	6065	
37 Lynwood Ave	Lynwood	WA	6147	
15/44 Davies Road	Claremont	WA	6010	
105 saddler dve	maida vale	WA	6057	
100 Gogeri St	Claremont	WA	6010	
25 Bernard St	Claremont	WA	6010	
61 Gregory street	Wembley	WA	6014	
12 Mosspall	Duncraig	WA	6023	
12 Hillcrest Ave	Moorebank	NSW	2173	
7 Woodbridge Dr	Cooloongup	WA	6148	
4 St Clair Plc	Cooloongup	WA	6168	
12 Crewe St	Bicton	WA	6157	
4/22 Fairlight St	Mosman Park	WA	6012	
16 Cambridge Crescent	Cooloongup	WA	6168	
18 Casuarina Rd	Maida Vale	WA	6057	
7 Thirlmere Way	High Wycombe	WA	6057	
48 Price St	Subiaco	WA	6008	
60 Gascoyne Way	Cooloongup	WA	6168	
11 Parrod way	wandie	WA	6167	
34 Tallinn Loop	Mindarie	WA	6030	
10 Robinson St	Nedlands	WA	6009	
26 Langford Boulevard	Madeley	WA	6065	
808/3 Loftus Street	West Leederville	WA	6007	
131 Willmott Drive	Cooloongup	WA	6168	
14 Wycombe Road	High Wycombe	WA	6057	
69b Oats St	Kewdale	WA	6105	
5/2 Corrander Gardens	Carine	WA	6020	
11 Basildon Way	Parkwood	WA	6147	
44 Munit Street	Yancep	WA	6035	
4 Ross Way	Lancelin	WA	6044	
201 Roberts St	Joondanna	WA	6060	
9 Stennes Place	Duncraig	WA	6023	
12/12 Attfield Street	Maddington	WA	6109	
31 Hardman Road	Utakarra	WA	6530	
10 Camsell Way	Ferndale	WA	6147	
47 Netherwood Road	High Wycombe	WA	6057	
18 Clifford Vale	Hillarys	WA	6025	
58 Helm Street	Maddington	WA	6109	
3/16 Kinsella St	Joondanna	WA	6060	
38 Grange Drive	Cooloongup	WA	6168	
196A Jersey St	Wembley	WA	6014	
52 Dellar Rd	Maddington	WA	6109	
8 Miller Street	Maddington	WA	6109	
6 Lautrec Loop	Ashby	WA	6065	
Unit 8/100 Coldstream Circuit	Merriwa	WA	6030	
5 Woodlands	Wanneroo	WA	6065	
1/33 Cambrai village	Merriwa	WA	6030	
5 Eastfield Ct	Ferndale	WA	6148	
12A Reynolds Road	Applecross	WA	6153	
1 Crofton Pl	Lynwood	WA	6147	
44 Fairview Drive	Waikiki	WA	6168	
206 Froshore Drive	Singleton	WA	6175	
22 Williamson Ave	Belmont	WA	6014	
31 Lombadina Pde	Secret Harbour	WA	6173	
31 Drew St	Stirling	WA	6021	
70 Kiandra Way	High Wycombe	WA	6057	
14/99 Simpson Ave	Rockingham	WA	6168	
8 Hibiscus Road	Maddington	WA	6109	
26 Bywood Way	Lynwood	WA	6147	
131 Lissedll St	Floreat	WA	6014	
U7/96 Kathleen Street	Bassendean	WA	6054	
5/48 Ashley rd	Tapping	WA	6065	
1 coppice crt	banksia grove	WA	6031	
Unit 1?78 Eastern Road	Geraldton	WA	6530	
10a Narla Rd	Swanwourn	WA	6010	
17 dakin st	daglish	WA	6008	
108/597 Kalamunda Road	High Wycombe	WA	6057	
28 Rothsay	Menora	WA	6050	
25 salzburg way	wanneroo	WA	6065	
46 Cambridge Crescent	Cooloongup	WA	6168	
7 Beryl Way	Parkwood	WA	6147	
46 Solaia Loop	Woodvale	WA	6065	
56 Edney Road	High Wycombe	WA	6057	
3 Louis Vista	Madeley	WA	6065	
40 Browning St	Yokine	WA	6060	
Raffa estate	Merriwa	WA	6030	
268 Beneden Ave	Alkimos	WA	6038	
40 Maidstone St	Mt Tarcoola	WA	6530	
35/6 Tighe st	Jollimont	WA	6014	
22/188 Adelaide Tce	East Perth	WA	6004	
58 Castleton St	Balcatta	WA	6021	
4 San Domingo Close	Safety Bay	WA	6169	
N/A	N/A	WA	0	
17 Ballard Pl	Maddington	WA	6109	
J310 Uni Currie Hall 130 Winthrop Ave	Crawley	WA	6009	
14 Harrier Way	Beldon	WA	6027	
61 Victoria Avenue	Claremont	WA	6010	
22 Sandalwood Street	Maddington	WA	6109	
35/4 Albert St	Claremont	WA	6010	
15 Chittering Place	Cooloongup	WA	6169	
74 Watling Ave	Lynwood	WA	6147	
16 Hubert Street	Darlington	WA	6070	
99 Angove Street	North Perth	WA	6000	
19 Banfield Grove	Clarkson	WA	6030	
24 Carribean Drive	Safety Bay	WA	6169	
12 Clippton Court	Waikiki	WA	6171	
131/60 TERRACE ROAD	EAST PERTH	WA	6004	
38 Blenny Cl	Cannington	WA	6107	
101/A93 Thomas St	Subiaco	WA	6008	
4 Penine Pass	Merriwa	WA	6030	
21 Barlee Cres	Waikiki	WA	6169	
21 phylis srt	north fremantle	WA	6159	
204 Maida Vale Road	High Wycombe	WA	6057	
38 SUBLINE LADE	CARAMA	WA	6065	
20 Needlewood Rise	Kenwick	WA	6107	
12 Sheldon Pl	Geraldton	WA	6530	
4 Rema Way	Mindarie	WA	6030	
604 Metcalfe Rd	Ferndale	WA	6148	
8 clara field	meander	WA	6065	
13 Pyrus Way	Forrestfield	WA	6058	
21 Serrata Crescent	Ferndale	WA	6148	
93 Grant St	Orange Grove	WA	6109	
103 Kingsway	Madeley	WA	6065	
205 St George Tce	Perth	WA	6000	
49 Carisbrooke Street	Maddington	WA	6109	
2 Regelia Court	Ferndale	WA	6148	
5 Greylock Meander	Madeley	WA	6065	
6 Sweeting St	Guilford	WA	6055	
9 Morgan Pl	Bunbury	WA	6230	
20 Longfield Road	Maddington	WA	6109	
3 Lister Close	Mosman Park	WA	6012	Australia
4/305 Churchill Ave	Subiaco	WA	6008	
11 Holten Crt	COOLOONGUP	WA	6168	
26/611 Murray St	West Perth	WA	6005	
14 Atoll Crt	Mullaloo	WA	6027	
22 topeka pl	wanneroo	WA	6065	
510/130a Mounts Bay Rd	Perth	WA	6000	
55 Bridwood Parade	Dalkeith	WA	6009	
9 Brae Rd	High Wycombe	WA	6057	
2 Lifford St	Uttakarra	WA	6530	
20 Somners Way	Warnbro	WA	6019	
910 Hay St	Perth	VIC	6000	
6 Cumbrae Ct	Dianella	WA	6059	
18 Kingsdown Road	Maddington	WA	6109	
20 coquette pass	Dudley Park	VIC	6210	
95 Jandanol Road	Greenough	WA	6530	
21 Ferndale Cres	Ferndale	WA	6148	
7 Cliff Rd	Claremont	WA	6010	
Unit3/86 Malden Ave	Yokine	WA	6060	
70 Goderich St	East Perth	WA	6004	
29 Battersea Rd	Canningvale	WA	6155	
78 cambridge cr	Cooloonngup	WA	6168	
14 Orsett Way	Gosnells	WA	6110	
Po Box 261	Boyup Brook	WA	6244	
1/21 Toowong Street	Bayswater	WA	6053	
8 Kingsley Drive	Kingsley	WA	6026	
83 High Street	Sorrento	WA	6020	
29 Acacia Road	Maida Vale	WA	6057	
7 Holten Court	Cooloongup	WA	6169	
27 Bateson Hgts	Clarkson	WA	6030	
6 Harrier Place	Stirling	WA	6021	
15 Emu Court	High Wycombe	WA	6057	
19 Allium Way	Serpentine	WA	6125	
20 Nutley St	Maddington	WA	6109	
22b Glencoe Place	Cooloongup	WA	6168	
71 Grane Drive	Cooloongup	WA	6168	
10/12 Boundary Road	Mosman Park	WA	6012	
10 Betula court	helena valley	WA	6056	
Ackland Road	Geraldton	WA	6530	
11 Hardwood Turn	Merriwa	WA	6030	
42 Surrey Rd	Rivervale	WA	6103	
4a Cannes Pl	Warnbro	WA	6169	
